,problem,correctAnswer,userAnswer,drawingImageName,solutionId
11,"""Hur skrivs talet i grundpotensform? \n\n$50\\ 000$""","[""$5 \\cdot 10^4$""]","[""$5 \\cdot 10^5$""]",8a493420-8ba6-11ef-8c89-8744d2eb56a3.jpg,670f9087434217726eec113b
12,"""Amy köper $3$ paket smör för $48$ kronor styck. Hur kan hon räkna ut hur mycket pengar det kostar? \n\n$\\hspace{0.37cm}$**A**. $3 \\cdot 50$ och ta bort 1\n\n$\\hspace{0.37cm}$**B**. $3 \\cdot 50$ och ta bort 2\n\n$\\hspace{0.37cm}$**C**. $3 \\cdot 50$ och ta bort 3\n\n$\\hspace{0.37cm}$**D**. $3 \\cdot 50$ och ta bort 6""","[""D""]","[""C""]",59d9c350-8b9b-11ef-a3f7-812b179b35f3.jpg,670f7dc102e121fd588604e3
13,"""${2{,}1}-{0{,}2}=$""","[""1,9""]","[""1,8""]",7ca39a00-87bd-11ef-9241-918af694389c.jpg,6709010a1fed23fde90fa31b
14,"""Hanna har 178 bilder på djur. Hon ger bort 39 stycken. \n\nHur många bilder har hon kvar?""","[""139""]","[""141""]",959ae490-8b9c-11ef-9948-ed0e75cb2bdd.jpg,670f7fd302e121fd5886b67b
15,"""Använd huvudräkning och skriv bara svaret.""","[""36""]","[""35""]",c0730af0-8bae-11ef-ae23-396c0492322f.jpg,670f9e4e937d76225e4e792c
16,"""Visa hur du löser uppgiften.\n\n${\\Large \\frac{5}{6}} - {\\Large \\frac{1}{3}} = $""","[""[1/2]""]","[""7sjättedelar""]",42c32e40-8baf-11ef-a683-9347464e5677.jpg,670f9f2aeba83c33e454cd8e
17,"""Använd huvudräkning och skriv bara svaret.""","[""36""]","[""56""]",4c0714b0-8ba2-11ef-82a0-dbe440e30e9b.jpg,670f896835a696685b194d30
18,"""Uttryck $60\\ \\%$ i bråkform.""","[""[3/5]""]","[""40""]",e9d1b3b0-8b9f-11ef-a3f7-812b179b35f3.jpg,670f856973df73cd4853c7f1
19,"""Visa hur du löser uppgiften.\n\n${\\Large \\frac{5}{6}} - {\\Large \\frac{1}{3}} = $""","[""[1/2]""]","[""1[1/3]""]",04ff2d90-8bad-11ef-8c89-8744d2eb56a3.jpg,670f9b66eba83c33e453a329
20,"""Visa hur du löser uppgiften.\n\n${\\Large\\frac{4 \\ + \\ 5 \\ \\cdot \\ 6}{2}}=$""","[""17""]","[""18""]",002d3470-87ce-11ef-b414-dbd5692fecfe.jpg,67091cbefae1558a24f971f0
21,"""Niklas har $360$ kr i tjugokronorssedlar. Hur många tjugokronorssedlar har han?""","[""18""]","[""34""]",0592f730-8baf-11ef-a683-9347464e5677.jpg,670f9ec24e73b7bed2b3b2dd
22,"""Visa hur du löser uppgiften.\n\n${\\Large\\frac{4 \\ + \\ 5 \\ \\cdot \\  6}{2}}=$""","[""17""]","[""19""]",9cadb820-89f8-11ef-aa63-db3695f638ea.jpg,670cbf3aa9724a5dd12671bd
23,"""När Theas familj köpte sitt hus tog det ett lån på 960 000 kr. De har betalat 58 000 kr av det lånet men lånat 150 000 kr till. \n\nHur mycket har Theas familj i lån?"". Problem image: En bild av ett hus.","[""1052000kr""]","[""1068000""]",8272be90-8bee-11ef-b4ad-0fb7c71deab7.jpg,67100946fa161106782a3048
24,"""Innebandylagets minibuss har har gått $11\\ 899$ kilometer. Hur långt har den gått när de kört tio kilometer till?""","[""11909km""]","[""1199""]",d9654020-87b0-11ef-a7e7-95837203de6f.jpg,6708ebd6a99d2718d35e9590
25,"""Amy köper $4$ paket smör för $98$ kronor styck. Hur kan hon räkna ut hur mycket pengar det kostar? \n\n$\\hspace{0.37cm}$**A**. $4 \\cdot 100$ och ta bort 1\n\n$\\hspace{0.37cm}$**B**. $4 \\cdot 100$ och ta bort 2\n\n$\\hspace{0.37cm}$**C**. $4 \\cdot 100$ och ta bort 4\n\n$\\hspace{0.37cm}$**D**. $4 \\cdot 100$ och ta bort 8""","[""D""]","[""B""]",62b31a60-8b89-11ef-9948-ed0e75cb2bdd.jpg,670f5f9d73df73cd48470abc
26,"""This question is worth 2 credits.\n\nA student programs a robot to travel at a constant speed across the classroom floor. The table below represents the relationship between the distance, in feet, the robot travels over a period of time, in seconds.\n\n## DISTANCE ROBOT TRAVELED\n\n| Time, $\\boldsymbol{t}$ <br> (seconds) | Distance, $\\boldsymbol{d}$ <br> (feet) |\n| :---: | :---: |\n| 2 | 1 |\n| 4 | 2 |\n| 10 | 5 |\n| 16 | 8 |\n\nWrite an equation to represent the distance, $d$, in feet, the robot travels in $t$ seconds. Using the equation, how many seconds will it take for the robot to travel 11 feet?\n\nShow your work.\n\nAnswer seconds""","[""22sec""]","[""0.5""]",2132b5d0-87d5-11ef-b3ba-a185d6f58dcb.jpg,670928b4a346466ccf4e1c2d
27,"""Vilken summa är större än $1$? Avgör utan att räkna. Markera ditt svar.""","[""${\\Large \\frac{5}{9}} + {\\Large \\frac{4}{7}}$""]","[""${\\Large \\frac{2}{5}} + {\\Large \\frac{1}{2}}$""]",ed8fa860-87b5-11ef-8a7a-f567b449a41a.jpg,6708f45bf875df700ed145c4
28,"""Tilda gör köttbullar. För $6$ portioner krävs $300$ gram nötfärs. Hur mycket nötfärs behövs för $4$ portioner?""","[""200g""]","[""800""]",6e2e1930-8b89-11ef-baa6-2d41d9bb5f23.jpg,670f5fb1369f3896d8e508e5
29,"""Visa hur du löser uppgiften.\n\n$20-2{,}86=$""","[""17,14""]","[""2,66""]",12162310-87d1-11ef-b3ba-a185d6f58dcb.jpg,670921e5a346466ccf4c93f2
30,"""Jag tänker på ett tal mellan $3{,}9$ och $4{,}0$. \n\nRinga in rätt svar och skriv det färdigt.""","[""Klar""]","[""Klar""]",c36674f0-87ca-11ef-b414-dbd5692fecfe.jpg,67091750fae1558a24f78513
31,"""Beräkna parallellogrammens area."". Problem image: En ritning av en parallellogram med sidorna markerade. Basen är markerad som 5 cm och höjden som 3 cm. En ytterligare sida är markerad som 4 cm.","[""15cm^[2]""]","[""20cm^[2]""]",c513f7a0-8b1c-11ef-be64-2d1fd8009229.jpg,670ea963f9e5b3e873a0747b
32,"""Skriv $7$ % i decimalform.""","[""0,07""]","[""0,007""]",cb425830-87c3-11ef-9241-918af694389c.jpg,67090b9f9ffb986662db0111
33,"""Använd huvudräkning och skriv bara svaret.\n\n$13+18=$""","[""31""]","[""21""]",cc6d2f30-8b8a-11ef-9948-ed0e75cb2bdd.jpg,670f61fcfd4d9450772ef6a0
34,"""Beräkna.\n\n$12 - 2 \\cdot (8-3) =$""","[""2""]","[""50""]",6ff4ca40-8b9b-11ef-a683-9347464e5677.jpg,670f7de68b32d2ba3effcece
35,"""Vilket tal saknas?\n\n${\\LARGE\\frac{12}{}}\\large=4$""","[""3""]","[""4""]",7a0645c0-87b0-11ef-ada8-d7c86385f5e1.jpg,6708eb363a1b7da933502e8a
36,"""Visa hur du löser uppgiften.\n\n${\\Large \\frac{3}{5}} + {\\Large \\frac{1}{5}} = $""","[""[4/5]""]","[""4femtedelar""]",11bf92c0-8baf-11ef-b430-a3f654f22bc4.jpg,670f9ed7eba83c33e454b551
37,"""$1 {\\hspace{0.25cm}}  3{\\hspace{0.25cm}} 5{\\hspace{0.25cm}} 7{\\hspace{0.25cm}} 9 ...$ Vilket av uttrycken visar hur talen i talföljden kan räknas fram?""","[""$2n-1$""]","[""$3n-2$""]",6d047ed0-8af0-11ef-96ab-593e30e67664.jpg,670e5efd7b082c6940a0057c
38,"""**Cykeltur**\n\nDet tar $6$ minuter för Laila att cykla $2$ km. \n\n Hur långt hinner Laila cykla på $15$ minuter?""","[""5km""]","[""90""]",370a3d00-89f7-11ef-80cf-c3c3ea358106.jpg,670cbce2913e68c7f2c1a3ec
39,"""Sofia är $8$ år och Markus är $6$ år. Hur många år äldre är Sofia än Markus?""","[""2""]","[""10""]",a5ecbca0-8b98-11ef-9948-ed0e75cb2bdd.jpg,670f793903162e72bf5bc7b2
40,"""Skriv bråket i decimalform.\n\n${\\Large \\frac{3}{4}} = $""","[""0,75""]","[""0,9""]",c9bb9960-8bae-11ef-a683-9347464e5677.jpg,670f9e5d0bd1a4677985c6bb
41,"""Lundaskolan är en liten F-$5$ skola där $77$ elever går i klasserna F-$2$. I trean, fyran och femman går det totalt $114$ elever. Hur många elever finns det sammanlagt på skolan?""","[""191""]","[""38""]",4d91dff0-8b8d-11ef-9fbc-1db79468f9c1.jpg,670f6630e81399cfb1d6077f
42,"""Använd huvudräkning och skriv bara svaret.\n\n${\\Large \\frac{250}{50}} = $""","[""5""]","[""25""]",8e80e0d0-8b9a-11ef-9948-ed0e75cb2bdd.jpg,670f7c6c73df73cd48510762
43,"""Beräkna \n\n$(-2)+6=$""","[""4""]","[""5""]",1e41b440-8ba2-11ef-a3f7-812b179b35f3.jpg,670f891c35a696685b19392e
44,"""Hur många procent är ${\\Large\\frac{45}{500}}$?""","[""9%""]","[""0,09""]",eedcdb00-8ba9-11ef-82a0-dbe440e30e9b.jpg,670f9638a75252c2be7c5c14
45,"""Beräkna.\n\n$13\\cdot11=$""","[""143""]","[""14""]",830bb6f0-8bb1-11ef-8c89-8744d2eb56a3.jpg,670fa2efc822f8793eb362c5
46,"""Beräkna $8{,}25-3{,}6$ med uppställning.""","[""4,65""]","[""11,85""]",758825a0-8bab-11ef-8c89-8744d2eb56a3.jpg,670f98c8eba83c33e452ece0
47,"""Convert this improper fraction to a mixed number.\n\n$\\quad\\Large\\frac{11}{6}$""","[""1[5/6]""]","[""[6/[11]]""]",29dd1c90-87e2-11ef-8c94-aff0e30c53f1.jpg,67093e9301513940a69bc92a
48,"""Visa hur du löser uppgiften.\n\n${\\Large\\frac{1}{8}}+{\\Large\\frac{3}{8}}=$""","[""[1/2]""]","[""4""]",079c5ad0-8af6-11ef-8c01-67a6cb31d2e1.jpg,670e6865ace8c2838e07ed7d
49,"""En rektangel har en sida som är 6 cm och en sida som är 8 cm. Hur stor area har rektangeln?""","[""48cm^[2]""]","[""1""]",f9dcc750-8bb2-11ef-8b90-7194954d3c24.jpg,670fa5644e73b7bed2b5d46f
50,"""Beräkna med överslagsräkning. Vilket svar är bäst?\n\n$71 - 28 \\approx $""","[""40""]","[""50""]",249efbe0-8b9d-11ef-a683-9347464e5677.jpg,670f80c373df73cd485276ae
51,"""Ett runt cirkustält täcker en cirkulär yta med radien $50$ m. \n\nHur stor yta täcker tältet? Använd $\\pi\\approx3{,}14$."". Problem image: Bilden visar en illustration av ett runt cirkustält. Bilden är relevant för att visa formen på ytan som frågan beskriver, vilket är en cirkel.","[""7850m^[2]""]","[""18918,50cm^[2]""]",6d27dde0-8bb7-11ef-8b90-7194954d3c24.jpg,670facdba75252c2be8312e7
52,"""Vilket tal är $x$?\n\n$5 \\cdot x=2{,}5$""","[""x=0,5""]","[""5""]",d4698fe0-87ab-11ef-ada8-d7c86385f5e1.jpg,6708e36bcc826aec44733523
53,"""Beräkna och svara i enklaste bråkform.\n\n${\\Large\\frac{15}{9}}-{\\Large\\frac{3}{9}}=$""","[""[[12]/9]""]","[""1[1/3]""]",1c338800-8b92-11ef-baa6-2d41d9bb5f23.jpg,670f6e4003162e72bf579965
54,"""Använd följande siffror och skapa ett tal så nära $500$ som möjligt.\n\n$1 \\hspace{0.5cm} 5\\hspace{0.5cm} 4$""","[""514""]","[""5""]",a7f02ce0-87aa-11ef-85ba-750dc8a615a4.jpg,6708e1723a1b7da9334d2935
55,"""Lös ekvationen. \n\n$3x-7=x+11$""","[""x=9""]","[""18""]",7aa3e200-8ba5-11ef-8c89-8744d2eb56a3.jpg,670f8ebfeba83c33e44fdfa9
56,"""Bilden visar 80 äpplen, varav 20 är gröna. \n\nHur stor andel är gröna? Svara i decimalform."". Problem image: Bild som visar flera rader av äpplen där en del är röda och en mindre del är gröna.","[""0,25""]","[""0,10""]",1ee5c620-87b5-11ef-8a7a-f567b449a41a.jpg,6708f301a99d2718d360924d
57,"""Förenkla.\n\n$2x - (4 - x) =$""","[""3x-4""]","[""2x+4+x""]",b17c70b0-87ce-11ef-b617-9b6623e1c867.jpg,67091de8a346466ccf4b5a86
58,"""Visa hur du löser uppgiften.\n\n${\\Large \\frac{105}{5}}= $""","[""21""]","[""100""]",602b31d0-8b9b-11ef-9106-7b687db32a07.jpg,670f7dcc03162e72bf5d9903
59,"""Beräkna.\n\n${\\Large\\frac{73}{5}}=$""","[""14,6""]","[""11""]",7d9d8080-8b85-11ef-9948-ed0e75cb2bdd.jpg,670f59149ecb741573356f50
60,"""Fatima har köpt fem stycken rep som alla är av olika längd. Fatima vill nu dela varje rep i fem lika stora bitar med hjälp av en sax. Hur många klipp måste hon totalt göra?"". Problem image: Bilden visar en kedja av fem sammanlänkade repsegment.","[""20""]","[""4""]",c6857ad0-8b91-11ef-9948-ed0e75cb2bdd.jpg,670f6db18b32d2ba3ef996a4
61,"""Hur lång är den svarta bågen på halvcirkeln? Använd $\\pi \\approx 3{,}14$ och svara med en decimal."". Problem image: Bilden visar en halvcirkel med en svart båge längst upp mot den raka kanten och en färgad del i orange. Den raka kanten av halvcirkeln är markerad med en dubbelriktad pil och texten 13 cm, vilket anger diametern av halvcirkeln.","[""20,4cm""]","[""20,41""]",6accbe90-8bb1-11ef-a683-9347464e5677.jpg,670fa2c73b3575a766d3420f
62,"""Välj det tal som ska stå på den tomma linjen för att uppgiften ska stämma.\n\n${\\Large\\frac{1}{2}}\\cdot\\underline{\\hspace{0.5cm}}=\\Large\\frac{3}{6}$""","[""1""]","[""3""]",d81feee0-87b0-11ef-9a68-edcffd358687.jpg,6708ebd4fe8cab644349c998
63,"""Beräkna värdet av uttrycket ${\\Large\\frac{a}{b}}-c$ då $a=8 \\cdot 10^7$,  $b=2 \\cdot 10^4$,  $c=8 \\cdot 10^2$.\n\nRedovisa dina beräkningar.""","[""3200""]","[""-4*10""]",f9b9e3e0-87be-11ef-85ba-750dc8a615a4.jpg,67090389442fb0993226e847
64,"""Densiteten hos koppar är $9{,}0$ g/cm$^3$. Hur mycket väger en koppartråd som är $5$ km lång och har diametern $5$ mm? Avrunda till tiotal kilogram.""","[""880kg""]","[""88310kg""]",faa728c0-8b9d-11ef-aef4-4f35bc08ff41.jpg,670f822a8b32d2ba3e00fe0d
65,"""Lana har $9\\ 223$ kr på sitt bankkonto. Hugo har $6\\ 879$ kr på sitt bankkonto. Hur mycket mer pengar har Lana än Hugo?"". Problem image: En bankbyggnad.","[""2344kr""]","[""2346""]",7cd2fd80-87b4-11ef-8a7a-f567b449a41a.jpg,6708f1f1fe8cab64434b88b8
66,"""Teckna ett förenklat uttryck för skyltens area."". Problem image: Bilden visar en varningsskylt i form av en likbent triangel. Triangelns bas är betecknad med algebraiska uttrycket (4x + 2y) och höjden med uttrycket (5x + 3y).","[""10x^[2]+11xy+3y^[2]""]","[""[[20x^[2]]+22xy+6y^[2]/2]""]",43145bc0-889f-11ef-a344-f5c867f46966.jpg,670a7bd484cd47c136276031
67,"""Visa hur du löser uppgiften.\n\n$6 \\cdot 3{,}4 = $""","[""20,4""]","[""20,8""]",3d1a00f0-8b9f-11ef-82a0-dbe440e30e9b.jpg,670f8447e81399cfb1e029b8
68,"""Beräkna.\n\n$243+306=$""","[""549""]","[""69""]",9ac44dd0-8b9c-11ef-a3f7-812b179b35f3.jpg,670f7fdc03162e72bf5e489a
69,"""Visa hur du löser uppgiften.\n\n$69 \\cdot 4 = $""","[""276""]","[""256""]",4247b550-8bb2-11ef-a683-9347464e5677.jpg,670fa4304e73b7bed2b56fc5
70,"""Visa hur du löser uppgiften.\n\n${\\Large\\frac{3\\ 390}{5}}=$""","[""678""]","[""676""]",f1675aa0-8ba2-11ef-8c89-8744d2eb56a3.jpg,670f8a7e937d76225e489857
71,"""Vilket tal ligger mitt emellan $40$ och $90$?""","[""65""]","[""70""]",1d58d7b0-8b9e-11ef-a683-9347464e5677.jpg,670f826402e121fd58875396
72,"""Visa hur du löser uppgiften.\n\n${\\Large\\frac{4 \\ + \\ 5 \\ \\cdot \\  6}{2}}=$""","[""17""]","[""27""]",2bb1e7d0-8bac-11ef-ae23-396c0492322f.jpg,670f99f9c822f8793eb084db
73,"""Använd huvudräkning och skriv bara svaret.""","[""0,07""]","[""0,7""]",6b873510-87b8-11ef-85ba-750dc8a615a4.jpg,6708f88a2519a15bd3fb7357
74,"""$87{,}6+122{,}9=$""","[""210,5""]","[""211""]",06106390-8bba-11ef-a683-9347464e5677.jpg,670fb137a75252c2be847480
75,"""Dela upp talet i primtalsfaktorer. Börja med att göra ett faktorträd. Svara med summan av primtalen.\n\n$18$""","[""8""]","[""4""]",edea25a0-87cf-11ef-b617-9b6623e1c867.jpg,67091ffbb9fbe546de0588f6
76,"""Lös följande uppgift. \nVisa hur du räknar. \n\n${\\Large \\frac{105}{3}}$""","[""35""]","[""002,3""]",630ae740-8b9d-11ef-9106-7b687db32a07.jpg,670f812c937d76225e45d56a
77,"""Fyra kompisar delar på chips. De tar var sin näve. En näve chips är $\\Large\\frac{2}{9}$ av en påse. Hur mycket av en påse äter de tillsammans? Svara i bråkform."". Problem image: En illustration som visar en påse chips med några chips utanför påsen. En näve chips motsvarar två niondelar av påsen.","[""[8/9]""]","[""[[36]/8]""]",2c80bff0-87cf-11ef-b617-9b6623e1c867.jpg,67091eb7a346466ccf4ba809
78,"""This question is worth 2 credits.\n\nA student programs a robot to travel at a constant speed across the classroom floor. The table below represents the relationship between the distance, in feet, the robot travels over a period of time, in seconds.\n\n## DISTANCE ROBOT TRAVELED\n\n| Time, $\\boldsymbol{t}$ <br> (seconds) | Distance, $\\boldsymbol{d}$ <br> (feet) |\n| :---: | :---: |\n| 2 | 1 |\n| 4 | 2 |\n| 10 | 5 |\n| 16 | 8 |\n\nWrite an equation to represent the distance, $d$, in feet, the robot travels in $t$ seconds. Using the equation, how many seconds will it take for the robot to travel 11 feet?\n\nShow your work.\n\nAnswer seconds""","[""22sec""]","[""0.5""]",82066a50-87df-11ef-b617-9b6623e1c867.jpg,67093a1e4cf238ea8037038f
79,"""Visa hur du löser uppgiften.\n\n$76+35=$""","[""111""]","[""121""]",8d608ca0-8bae-11ef-b430-a3f654f22bc4.jpg,670f9df80bd1a4677985a945
80,"""Visa hur du löser uppgiften.\n\n${\\Large\\frac{1}{2}}+{\\Large\\frac{1}{4}}=$""","[""[3/4]""]","[""[2/6]""]",85f1ec20-8b9f-11ef-a683-9347464e5677.jpg,670f84c18b32d2ba3e01c273
81,"""Katarina tänkte på ett tal. Hon multiplicerade talet med $0{,}01$ och fick $84{,}59$. Vilket tal tänkte Katarina på från början?""","[""8459""]","[""845,4""]",e6916f10-8b9a-11ef-9106-7b687db32a07.jpg,670f7d0073df73cd48513f7a
82,"""Använd huvudräkning och skriv bara svaret.\n\n${\\Large\\frac{160}{40}}=$""","[""4""]","[""2942""]",cc166780-87b7-11ef-bfe4-715b23aefb82.jpg,6708f77e1fed23fde90bb82d
83,"""Vilket tal kommer näst? \n\n$102 \\hspace{0.5cm} 101 \\hspace{0.5cm} 100 \\hspace{0.5cm} \\underline{\\hspace{1cm}}$""","[""99""]","[""101""]",940883e0-87ae-11ef-8a7a-f567b449a41a.jpg,6708e807f4d15d1efe549689
84,"""$ 0{,}9 \\cdot 0{,}03=$""","[""0,027""]","[""0,27""]",1e535160-8bab-11ef-8c89-8744d2eb56a3.jpg,670f9836937d76225e4cbd67
85,"""Elisabeth lägger 6 lika långa pennor efter varandra i en rad. Raden är 100 cm lång. Hur lång blir raden om hon istället använder 9 sådana pennor?""","[""150cm""]","[""163cm""]",91947120-8b94-11ef-a3f7-812b179b35f3.jpg,670f72608b32d2ba3efb4d41
86,"""Visa hur du löser uppgiften.\n\n${\\Large \\frac{1}{4}} + {\\Large \\frac{2}{4}} =$""","[""[3/4]""]","[""[3/8]""]",e50338d0-87c7-11ef-b414-dbd5692fecfe.jpg,670912809ffb986662dca4cb
87,"""En cirkelsektor som täcker upp en fjärdedel av cirkelns yta är färglagd. \n\nHur många kvadratcentimeter är arean av cirkelsektorn? Använd ${ \\pi} \\approx 3{,}14$ och svara med en decimal."". Problem image: Bilden visar en cirkel som är uppdelad i fyra lika stora sektorer. En av sektorerna är färglagd och det är denna sektors area som frågan avser. Cirkelns radie är angiven som 10 cm.","[""78,5cm^[2]""]","[""3,9cm^[2]""]",d43a3d30-8bb6-11ef-ae23-396c0492322f.jpg,670fabdca75252c2be82bef6
88,"""Använd huvudräkning och skriv bara svaret.\n\n${\\Large \\frac{250}{50}} = $""","[""5""]","[""nej""]",8089e680-8b8f-11ef-9659-af7a72f7af0a.jpg,670f69e073df73cd484a5587
89,"""Vilket tal är $x$?\n\n$10^{-x}+10^{-x}=0{,}002$""","[""x=3""]","[""1,5""]",cc693a10-87c5-11ef-bfe4-715b23aefb82.jpg,67090efc9ffb986662dbb5f3
90,"""Välj det största talet.\n\n$ {\\Large \\frac{5}{6}} \\hspace{0.3cm} {\\Large \\frac{5}{7}} \\hspace{0.3cm} {\\Large \\frac{5}{8}} \\hspace{0.3cm} {\\Large \\frac{5}{9}}$""","[""${\\Large \\frac{5}{6}}$""]","[""${\\Large \\frac{5}{9}}$""]",b1a24c10-8b9b-11ef-baa6-2d41d9bb5f23.jpg,670f7e55eb5afe8d5f079f60
91,"""Visa hur du löser uppgiften.\n\n${\\Large \\frac{5}{6}} - {\\Large \\frac{1}{3}} = $""","[""[1/2]""]","[""[4/3]""]",fa9a0530-8ba4-11ef-a683-9347464e5677.jpg,670f8de8937d76225e4989fb
92,"""Visa hur du löser uppgiften.\n\n${\\Large\\frac{4}{6}}-{\\Large\\frac{1}{3}}=$""","[""[1/3]""]","[""[3/3]""]",258bf2e0-89fb-11ef-ab88-cdcef8a5ab5d.jpg,670cc37b9b70025613179080
93,"""Anders har ett rep som är $3$ meter. Han delar det i bitar som är lika långa. Hur många bitar blir det om bitarna är $\\Large \\frac{1}{2}$ m?""","[""6""]","[""1""]",2ddc4340-8beb-11ef-84bb-f7c6f4fa4c4d.jpg,671003affa161106782804ba
94,"""Visa hur du löser uppgiften.\n\n${\\Large\\frac{3\\ 159}{9}}=$""","[""351""]","[""321""]",bc7a0a70-8af5-11ef-9326-a158de9a3279.jpg,670e67e67b003103ad49a73e
95,"""This question is worth 2 credits.\n\nA student programs a robot to travel at a constant speed across the classroom floor. The table below represents the relationship between the distance, in feet, the robot travels over a period of time, in seconds.\n\n## DISTANCE ROBOT TRAVELED\n\n| Time, $\\boldsymbol{t}$ <br> (seconds) | Distance, $\\boldsymbol{d}$ <br> (feet) |\n| :---: | :---: |\n| 2 | 1 |\n| 4 | 2 |\n| 10 | 5 |\n| 16 | 8 |\n\nWrite an equation to represent the distance, $d$, in feet, the robot travels in $t$ seconds. Using the equation, how many seconds will it take for the robot to travel 11 feet?\n\nShow your work.\n\nAnswer seconds""","[""22sec""]","[""ittakes5.5totravel11feet""]",433ee810-87f8-11ef-8c94-aff0e30c53f1.jpg,670963a601513940a6a26480
96,"""Vilket tal kommer näst? \n\n$0{,}1 \\hspace{0.5cm} 0{,}5 \\hspace{0.5cm} 0{,}9 \\hspace{0.5cm} \\underline{\\hspace{1cm}} $""","[""1,3""]","[""0,13""]",ababe950-8bb0-11ef-ae23-396c0492322f.jpg,670fa1874e73b7bed2b49db1
97,"""Välj det tal som är störst.\n\n${\\Large \\frac{1}{10}}$ eller ${\\Large \\frac{1}{5}}$""","[""${\\Large \\frac{1}{5}}$""]","[""${\\Large \\frac{1}{10}}$""]",f040e890-8b8d-11ef-9948-ed0e75cb2bdd.jpg,670f67417c6897bcec4e2a10
98,"""Vilket tal fattas?\n\n$1\\ 000\\ 000\\ 000-\\underline{\\hspace{0.5cm}}\\ =750\\ 000\\ 000 $""","[""250000000""]","[""7000660""]",fe280cf0-8baf-11ef-ae23-396c0492322f.jpg,670fa063937d76225e4f1ad6
99,"""Elisabeth lägger 6 lika långa pennor efter varandra i en rad. Raden är 100 cm lång. Hur lång blir raden om hon istället använder 9 sådana pennor?""","[""150cm""]","[""135""]",b5f2e5b0-8b94-11ef-a3f7-812b179b35f3.jpg,670f729d434217726ee243c6
100,"""Hur mycket är $150$ % av $200$ kg?""","[""300 kg""]","[""30 kg""]",b44e02c0-8ba9-11ef-8c89-8744d2eb56a3.jpg,670f95d6f2386d19b427a87a
101,"""Vilket tal är $x$?\n\n$60 \\cdot 70 = {\\Large\\frac{x}{10}}$""","[""x=42000""]","[""4200""]",44dc9fc0-8bac-11ef-82a0-dbe440e30e9b.jpg,670f9a237603f7bcf9457bd5
102,"""En tröja kostar 319 kr.\n\nHur mycket kostar det om man köper 2 tröjor?"". Problem image: En blå tröja.","[""638kr""]","[""1838""]",8799ca90-8bb1-11ef-b430-a3f654f22bc4.jpg,670fa2f7bf665b7182a87195
103,"""Beräkna och svara i enklaste form.\n\n$\\Large\\frac{72}{3}$ $\\bigg/$ ${\\Large\\frac{12}{9}}=$""","[""18""]","[""6""]",8a0c5070-8b1d-11ef-be64-2d1fd8009229.jpg,670eaaae43dc46ed228d5d96
